Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
Butantan Institute,Scientific Development Division,Applied Toxinology Laboratory,Public Research Institution,593695,11/1/2021,Posdoctoral fellowship,1 month 1 week,Published,1,"Biological sciences › Biology, Chemistry › Organic chemistry",Temporary,,Not funded by an EU programme
Center for Research and Innovation in Biodiversity and Drug Discovery,,Laboratory of Structural Biology and Drug Discovery,Higher Education Institute,597549,22/01/2021,POSTDOC POSITION,4 weeks 19 hours,Published,1,"Biological sciences › Other, Chemistry › Molecular chemistry, Pharmacological sciences › Other",Temporary,,Not funded by an EU programme
Center for Research and Innovation in Biodiversity and Drug Discovery,,Laboratory of Structural Biology and Drug Discovery,Higher Education Institute,516661,22/04/2020,Glauicus Oliva,1 week 1 day,Expired,2,Biological sciences › Other,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,461375,8/11/2019,Post-doctoral fellowship in Organic Synthesis/Catalysis,1 month 15 hours,Expired,1,Chemistry › Organic chemistry,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,371430,17/01/2019,Post-doctoral fellowship in Organic Synthesis,1 month 1 week,Expired,1,Chemistry › Organic chemistry,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,293467,29/03/2018,Post-doctoral fellowship in Organic Synthesis,4 weeks 21 hours,Expired,1,Chemistry › Organic chemistry,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,274727,29/01/2018,Post-doctoral fellowship in Organic Synthesis: Bioaffinity Chromatography and Chromatography Multidimensional,1 month 5 days,Expired,1,Chemistry › Organic chemistry,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,224126,12/6/2017,Post-doctoral fellowship in Organic Synthesis,1 month 2 weeks,Expired,1,Chemistry › Organic chemistry,Other,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,171746,16/01/2017,Post-doctoral fellowship in Synthesis of magnetic zeolite catalysts and their application in lignocellulosic biomass valorization,1 month 1 week,Expired,1,Chemistry › Organic chemistry,Temporary,,Not funded by an EU programme
Centre of Excellence for Research in Sustainable Chemistry,Department of Chemistry,Laboratory of Synthesis of Natural Products,Research Laboratory,159337,29/11/2016,Post-doctoral fellowship in Organic Synthesis,1 month 7 hours,Expired,1,Chemistry › Organic chemistry,Not Applicable,,Not funded by an EU programme
Centro de Estudos da Metrópole,,,Public Research Institution,395560,1/4/2019,Call to the Center for Metropolitan Studies (CEM) Postdoctoral Research Position,4 weeks 11 hours,Expired,3,Other,Temporary,,Not funded by an EU programme
Embrapa Instrumentação,Pesquisa e Desenvolvimento,Laboratorio Nacional da Nanotecnologia para o Agronegocio - LNNA,Public Research Institution,555566,3/9/2020,Post-doctoral Fellowship in Chemical Sensors for agri-environmental application,3 weeks 8 hours,Expired,1,"Chemistry, Engineering › Materials engineering",Temporary,,Not funded by an EU programme
Embrapa Instrumentação,Pesquisa e Desenvolvimento,Laboratorio Nacional da Nanotecnologia para o Agronegocio - LNNA,Public Research Institution,495541,20/02/2020,Posdoc Fellowship in Photocatalytic Methane Oxidation,1 month 1 week,Expired,1,Chemistry,Temporary,,Not funded by an EU programme
Embrapa Instrumentação,Pesquisa e Desenvolvimento,Laboratorio Nacional da Nanotecnologia para o Agronegocio - LNNA,Public Research Institution,299595,19/04/2018,POST-DOCTORAL FELLOWSHIP,2 days 14 hours,Expired,1,"Chemistry › Applied chemistry, Engineering › Materials engineering",Temporary,,Not funded by an EU programme
ESALQ/USP,Entomology and Acarology,Acarology,Public Research Institution,336259,4/9/2018,Postdoctoral Researcher - Acarology/ Taxonomy,1 month 7 hours,Expired,1,Agricultural sciences › Soil science,Temporary,,Not funded by an EU programme
ESALQ/USP,Entomology and Acarology,Acarology,Public Research Institution,333948,23/08/2018,Posdoctoral Position - Molecular Biology/ Acarology,1 month 2 weeks,Expired,1,Agricultural sciences,Temporary,,Not funded by an EU programme
ESALQ/USP,Entomology and Acarology,Insect Interactions Lab,Higher Education Institute,427462,15/07/2019,Post-Doctoral Position in Molecular Biology Applied to Entomology,1 month 1 week,Expired,1,Agricultural sciences › Tropical agriculture,Temporary,,Not funded by an EU programme
ESALQ/USP,Entomology and Acarology,Insect Interactions Lab,Higher Education Institute,312724,6/6/2018,Post-Doctoral Position,2 weeks 4 days,Expired,1,"Agricultural sciences, Biological sciences",Temporary,,Not funded by an EU programme
Faculdade de Ciências Farmacêuticas de Ribeirão Preto - USP,,,Higher Education Institute,544118,21/07/2020,Post-doctoral Fellowship in Immunology and Epigenetics,2 weeks 23 hours,Expired,1,"Biological sciences, Medical sciences",Temporary,,Not funded by an EU programme
Faculdade de Ciências Farmacêuticas de Ribeirão Preto - USP,,,Higher Education Institute,439174,21/08/2019,Post-doctoral Fellowship in Immunology and Epigenetics,1 month 5 days,Expired,1,Medical sciences › Medicine,Temporary,,Not funded by an EU programme
Faculdade de Ciências Farmacêuticas de Ribeirão Preto - USP,,,Higher Education Institute,415858,10/6/2019,Post Doc Grant in Pharmaceutical Sciences,1 week 5 hours,Expired,1,"Other, Pharmacological sciences",Temporary,,Not funded by an EU programme
Faculdade de Medicina da Universidade de Sao Paulo,Clinica Medica,Bone Metabolism Laboratory,Public Research Institution,539928,7/7/2020,"Rheumatology Division, Faculdade de Medicina da Universidade de Sao Paulo",1 month 1 day,Expired,1,Biological sciences,Other,,Not funded by an EU programme
Faculdade de Medicina da Universidade de Sao Paulo,Clinica Medica,Bone Metabolism Laboratory,Public Research Institution,539927,7/7/2020,"Rheumatology Division, Faculdade de Medicina da Universidade de Sao Paulo",2 weeks 3 days,Expired,1,Biological sciences,Other,,Not funded by an EU programme
Faculdade de Medicina da Universidade de Sao Paulo,Clinica Medica,Bone Metabolism Laboratory,Public Research Institution,416949,13/06/2019,Post-doctoral research,4 weeks 1 day,Expired,1,"Chemistry › Analytical chemistry, Medical sciences › Medicine",Temporary,,Not funded by an EU programme
Faculdade de Medicina da Universidade de Sao Paulo,Clinica Medica,Bone Metabolism Laboratory,Public Research Institution,246474,18/09/2017,Post-doctoral Fellowship in Bone Metabolism,1 month 4 weeks,Expired,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
Faculdade de Medicina da Universidade de Sao Paulo,Clinica Medica,Bone Metabolism Laboratory,Public Research Institution,243420,5/9/2017,Post-doctoral Fellowship in Genetics,2 months 1 week,Expired,1,Medical sciences › Medicine,Other,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,607441,19/02/2021,Post-Doctoral Fellowship in Epidemiology / Statistics,1 day 9 hours,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,607442,19/02/2021,Post-Doctoral Fellowship in Quantitative Genetics,1 day 9 hours,Published,1,Biological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,607039,18/02/2021,Post-Doctoral Fellowships in Smart Cities,2 days 9 hours,Published,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,606559,17/02/2021,Post-Doctoral Fellowships in Nonlinear Optimization,3 days 9 hours,Published,1,Mathematics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,605638,15/02/2021,Post-Doctoral Fellowship in Immunology,5 days 9 hours,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,605639,15/02/2021,Post-Doctoral Fellowship in Molecular Biology and Aging,5 days 9 hours,Published,1,Biological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,604778,12/2/2021,Post-Doctoral Fellowship in Packing Problems,1 week 1 day,Published,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,604779,12/2/2021,Post-Doctoral Fellowship in Computer Science / Biomedical Engineering,1 week 1 day,Published,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603865,10/2/2021,Post-Doctoral Fellowship in Physical Chemistry,1 week 3 days,Published,2,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603866,10/2/2021,Post-Doctoral Fellowship in Immunology,1 week 3 days,Published,1,"Computer science, Medical sciences",To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603431,9/2/2021,Post-Doctoral Fellowship in Parasite Protozoology,1 week 4 days,Published,2,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603432,9/2/2021,Post-Doctoral Fellowship in Nutritional Epidemiology,1 week 4 days,Published,2,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603433,9/2/2021,Post-Doctoral Fellowship in Artificial Lift / Production Optimization,1 week 4 days,Published,1,"Economics, Engineering",To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603434,9/2/2021,Post-Doctoral Fellowship in Biotechnology and Health,1 week 4 days,Published,3,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,603435,9/2/2021,Post-Doctoral Fellowship in Proteomics / Interatomics,1 week 4 days,Published,1,"Chemistry, Economics",To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,602934,8/2/2021,Post-Doctoral Fellowship in Pulmonary Physiology,1 week 5 days,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,602935,8/2/2021,Post-Doctoral Fellowship in Structural Biology,1 week 5 days,Published,2,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,602936,8/2/2021,Post-Doctoral Fellowship in Bioelectrochemistry,1 week 5 days,Published,2,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,602937,8/2/2021,Post-Doctoral Fellowship in Glass Research,1 week 5 days,Published,2,Engineering,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,602938,8/2/2021,Post-Doctoral Fellowship in Molecular Genetics,1 week 5 days,Published,2,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,601801,4/2/2021,Post-Doctoral Felowship in Ecosystem Services,2 weeks 1 day,Expired,1,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,601289,3/2/2021,Post-Doctoral Fellowship in Animal Science,2 weeks 2 days,Expired,1,Biological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,601290,3/2/2021,Post-Doctoral Fellowship in Redox Biology,2 weeks 3 days,Published,1,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,601291,3/2/2021,Post-Doctoral Fellowship in Health Sciences,2 weeks 3 days,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,601292,3/2/2021,Post-Doctoral Fellowship in Health Sciences,2 weeks 3 days,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600823,2/2/2021,Post-Doctoral Fellowship in Cardiovascular Surgery,1 week 6 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600824,2/2/2021,Post-Doctoral Fellowship in Venous Thrombosis,1 week 6 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600825,2/2/2021,Post-Doctoral Fellowship in Bioenergy,2 weeks 4 days,Published,1,Engineering,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600826,2/2/2021,Post-Doctoral Fellowship in High-Performance Computing / Molecular Dynamics,2 weeks 4 days,Published,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600827,2/2/2021,Post-Doctoral Fellowship in Design of FPGA Hardware Acceleration,2 weeks 4 days,Published,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600276,1/2/2021,Post-Doctoral Fellowship in Molecular Biology,2 weeks 5 days,Published,1,Pharmacological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600277,1/2/2021,Post-Doctoral Fellowship in Food Engineering,2 weeks 5 days,Published,1,Agricultural sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,600278,1/2/2021,Post-Doctoral Fellowship in Energy Metabolism,2 weeks 5 days,Published,1,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,599795,29/01/2021,Post-Doctoral Fellowship in Endocrinology / Bone Metabolism,2 weeks 3 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,599796,29/01/2021,Post-Doctoral Fellowship in Parasitology and Molecular Biology,3 weeks 1 day,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,599797,29/01/2021,Post-Doctoral Fellowship in Epigenetics,3 weeks 1 day,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,599432,28/01/2021,Post-Doctoral Fellowship in Neurophysiology e Rehabilitation,3 weeks 2 days,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,599433,28/01/2021,Post-Doctoral Fellowship in Parasitology and Medicinal Chemistry,3 weeks 2 days,Published,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,592195,4/1/2021,Post-Doctoral Fellowship in Microfluidics,2 weeks 4 days,Expired,1,"Engineering › Materials engineering, Mathematics",To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,589676,21/12/2020,Post-Doctoral Fellowship in Psychiatry / Neurodevelopment,1 week 6 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,589677,21/12/2020,Post-Doctoral Fellowship in Biomaterials,1 month 23 hours,Expired,1,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588984,18/12/2020,Post-Doctoral Fellowship in Theoretical Chemistry,1 month 3 days,Expired,1,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588517,17/12/2020,Post-Doctoral Fellowship in Partial Differential Equations,1 month 2 weeks,Expired,1,Mathematics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588518,17/12/2020,Post-Doctoral Fellowship in Experimental Atomic Physics with Cold Atoms,2 months 5 days,Published,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588025,16/12/2020,Post-Doctoral Fellowship in Immunology / Virology,2 weeks 23 hours,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588026,16/12/2020,Post-Doctoral Fellowship in Physical Engineering,1 month 23 hours,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,588027,16/12/2020,Post-Doctoral Fellowship in Stratigraphy and Palinology,1 month 3 weeks,Expired,1,Geosciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,587217,14/12/2020,Post-Doctoral Fellowship in Energy Interconversion,3 weeks 6 days,Expired,1,Chemistry,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,587218,14/12/2020,Post-Doctoral Fellowship in Aquatic Physiology and Ecotoxicology,1 month 1 week,Expired,1,Pharmacological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585671,9/12/2020,Post-Doctoral Fellowship in Animal Reproduction,2 weeks 23 hours,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585672,9/12/2020,Post-Doctoral Fellowship in Animal Reproduction,2 weeks 23 hours,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585673,9/12/2020,Post-Doctoral Fellowship in Tissue Bioengineering,2 weeks 4 days,Expired,1,Agricultural sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585674,9/12/2020,Post-Doctoral Fellowship in Internal Combustion Engines,1 month 1 week,Expired,1,Engineering,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585675,9/12/2020,Post-Doctoral Fellowship in Condensed Matter Physics and Materials Science,1 month 1 week,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585676,9/12/2020,Post-Doctoral Fellowship in Microbiology and Neurobiology,1 month 1 week,Expired,1,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585360,8/12/2020,Post-Doctoral Fellowship in Radiopharmaceuticals,2 weeks 1 day,Expired,1,Pharmacological sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585361,8/12/2020,Post-Doctoral Fellowship in Archeology,2 weeks 1 day,Expired,1,Anthropology,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,585362,8/12/2020,Post-Doctoral Fellowship in Molecular Simulations of Interfaces,1 month 1 week,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,583816,3/12/2020,Post-Doctoral Fellowship in Functional Analysis,1 month 1 week,Expired,1,Mathematics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,583817,3/12/2020,Post-Doctoral Fellowship in Data Science and Visual Analytics,1 month 4 weeks,Expired,1,Computer science,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,582367,30/11/2020,Post-Doctoral Fellowship in Quark-Gluon Plasma,2 months 3 weeks,Published,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,581412,26/11/2020,Post-Doctoral Fellowship in Immunology,2 weeks 5 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,581413,26/11/2020,Post-Doctoral Fellowship in String Theory,1 month 1 week,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,581414,26/11/2020,Post-Doctoral Fellowship in String Theory,1 month 1 week,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,581415,26/11/2020,Post-Doctoral Fellowship in Condensed Matter Physics,1 month 2 weeks,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,581416,26/11/2020,Post-Doctoral Fellowship in Developmental Psychiatry,1 month 2 weeks,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,580944,25/11/2020,Post-Doctoral Fellowship in Astroparticle Physics,2 weeks 6 days,Expired,1,Physics,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,580945,25/11/2020,Post-Doctoral Fellowship in Political Science,1 month 3 weeks,Expired,1,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,580027,23/11/2020,Post-Doctoral Fellowship in Medical Mycology,3 weeks 1 day,Expired,4,Medical sciences,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,580028,23/11/2020,Post-Doctoral Fellowship in Digital Health,2 months 1 week,Expired,2,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,579105,19/11/2020,Post-Doctoral Fellowship in Isotopic Ecohydrology,1 month 1 day,Expired,1,Agricultural sciences › Other,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,578673,18/11/2020,Post-Doctoral Fellowship in Materials Engineering,1 month 3 days,Expired,1,Engineering,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,578315,17/11/2020,Post-Doctoral Fellowship in Operations Research,2 weeks 2 days,Expired,1,Engineering,To be defined,,Not funded by an EU programme
"FAPESP, SAO PAULO RESEARCH FOUNDATION",,,Public Research Institution,578316,17/11/2020,Post-Doctoral Fellowship in Plant Microbiome,3 weeks 5 days,Expired,1,Medical sciences,To be defined,,Not funded by an EU programme
