Organisation,Department,Laboratory,Organisation Type,EURAXESS offer ID,Posting date,Title,Duration,Status,Number of positions available,Research Field,Type of Contract,Reference Number,EU Research Framework Programme
LISER,Human Resources,,Public Research Institution,215653,8/5/2017,Talent & Performance Manager (m/f),1 month 1 week,Expired,1,Psychological sciences,Permanent,17-09,Not funded by an EU programme
LISER,Human Resources,,Public Research Institution,215648,8/5/2017,Head (m/f) for its department Living Conditions,4 weeks 9 hours,Expired,1,"Economics › Economic policy, Economics › Applied economics",Permanent,17-08,Not funded by an EU programme
LISER,Human Resources,,Public Research Institution,186410,3/3/2017,Fully funded PhD researcher (f/m),4 weeks 3 hours,Expired,1,"Geography › Economic geography, Political sciences › Public policy",Temporary,17-05,Not funded by an EU programme
LISER,Human Resources,,Public Research Institution,186408,3/3/2017,STATISTICIAN (m/f),2 weeks 3 days,Expired,1,Mathematics › Statistics,Temporary,17-04,Not funded by an EU programme
LISER,Human Resources,,Public Research Institution,184292,23/02/2017,Project manager – Survey team (m/f),3 months 1 week,Expired,1,Economics › Social economics,Temporary,17-01,Not funded by an EU programme
LISER,Human Resources,,Public Research Institution,180123,9/2/2017,2 Heads (m/f) for its Departments Labour Market and Urban Development & Mobility,3 weeks 6 days,Expired,1,"Economics › Labour economics, Geography › Economic geography",Permanent,• Ref 17-02 for the Head of department Labour market • Ref 17-03 for the Head of department Urban Development and Mobility,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,601116,3/2/2021,Tenure track position in Bioinformatics/Big Data for Health/Artifical Intelligence,2 weeks 3 days,Published,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,592375,5/1/2021,Post-doctoral position in pharmacogenomics for glioma,1 month 2 weeks,Published,1,"Biological sciences › Biology, Chemistry › Physical chemistry",Temporary,CM/PDPG1220/SN/Norlux,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,592373,5/1/2021,Post-doctoral position in computational biology of glioma,1 month 2 weeks,Published,1,"Biological sciences › Biology, Medical sciences › Medicine",Temporary,CM/PDCBG1220/SN/Norlux,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,588375,17/12/2020,Med.Doctors-PhD position in Pediatric Food Allergy Research for a candidate with a medical background,2 months 5 days,Published,1,"Biological sciences › Biology, Biological sciences › Nutritional sciences",Temporary,CM/I2TRON1120/AK/DII,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,586542,11/12/2020,Head of Biospecimen Science,1 month 3 weeks,Expired,1,Biological sciences,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,580394,24/11/2020,PhD Student in Immuno-Oncology,1 month 5 hours,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,578930,19/11/2020,Laboratory Technician in Disease Modeling Screening Platform,2 months 1 week,Expired,1,Biological sciences › Biology,Temporary,CM/LT1120/YJK/DMSP,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,573849,3/11/2020,PhD Student in DNA Repair/Anti-Cancer Immunity,3 weeks 6 days,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,569604,20/10/2020,Engineer Flow Cytometry,3 weeks 5 days,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,567638,14/10/2020,Director of Department of Population Health,1 month 2 days,Expired,1,Biological sciences,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,557362,10/9/2020,Postdoctoral fellow in Cardiovascular Research and COVID-19,1 month 1 hour,Expired,1,Biological sciences › Biology,Temporary,CM/PDFCov0820/YD/CVRU,H2020
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,552232,21/08/2020,Internship Position in Leukemia Research,1 month 1 day,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,545945,27/07/2020,4 Medical Doctors-PhD & 16 PhD student positions in Neuro % Cancer Immunology,1 month 2 weeks,Expired,20,"Biological sciences, Neurosciences",Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,528883,3/6/2020,"Post-Doctoral Researcher : Activity monitoring, Movement analysis and Digital outcomes",1 month 1 week,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,518798,29/04/2020,BioStatistician with experience in Neuroscience,1 month 3 days,Expired,1,Neurosciences › Neurobiology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,511049,3/4/2020,Post-doctoral candidate for a MSCA IF in Nutrition & Health,3 weeks 6 days,Expired,1,Biological sciences,Temporary,UTILE (USEFUL TOOLS TO ASSESS EMERGING RISK FACTORS OF CARDIOMETABOLIC ABNORMALITIES),H2020 / Marie Skłodowska-Curie Actions
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,510039,1/4/2020,Post-Doctoral Researcher in Diet & Health,4 weeks 1 day,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,503379,11/3/2020,Post-Doctoral Researcher in Diet & Health,2 weeks 5 days,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,482101,17/01/2020,Post-Doctoral Fellow in Cancer Invasion Research,1 month 4 weeks,Expired,2,Biological sciences › Biology,Temporary,CM/PDFCI0120/CT/LECR,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,481558,16/01/2020,IT Software Architect/Developer,1 month 4 weeks,Expired,1,Computer science › Computer architecture,Permanent,CM/ITSAD0120/DB/ITXHD,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,480678,14/01/2020,Group Leader in Bioinformatics,1 month 1 day,Expired,1,Biological sciences,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,480337,13/01/2020,PhD Student in Cancer Immunology/Signalling,1 month 2 days,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,479666,10/1/2020,POSTDOCTORAL FELLOW in Cancer research,3 weeks 5 hours,Expired,1,Biological sciences › Biology,Temporary,CM/PDF0120/AM/LOVIT,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,472470,12/12/2019,Post-Doctoral Fellow in Glioma Epitranscriptomics,1 month 2 weeks,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,469532,4/12/2019,Research and Development Legal Officer,2 months 1 week,Expired,1,Biological sciences,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,462680,13/11/2019,Clinical Data Manager,1 month 1 day,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,452360,7/10/2019,"Research Leader in Orthopaedics, sports medicine and Digital Health methods",3 weeks 3 days,Expired,2,Biological sciences,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,450545,1/10/2019,Post-doctoral researcher,1 month 6 hours,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,447077,18/09/2019,Research Project Portfolio Manager,1 month 1 week,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,444417,9/9/2019,Post-Doctoral position in Biotech Company,1 month 3 hours,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,439488,22/08/2019,Laboratory Technician/Lab Manager,3 weeks 2 days,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,437025,13/08/2019,PhD student in Biochemistry of Neurodegeneration,2 months 2 weeks,Expired,1,Biological sciences › Biology,Temporary,VD/PHDBN0819/CLFB/IBBL-LCSB,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,430741,24/07/2019,Post-Doctoral Fellow in Glioma Epitranscriptomics,1 month 1 week,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,422986,1/7/2019,Post-Doctoral Fellow in Cancer Invasion Research,1 month 1 day,Expired,1,Biological sciences,Temporary,VD/PDFCI0719/CT/LECR,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,422982,1/7/2019,PhD Student in Tumor Immune Evasion,3 months 20 hours,Expired,1,Biological sciences,Temporary,VD/PhD0719/CT/LECR,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,419595,20/06/2019,PhD Student in Leukemia Research,1 month 3 weeks,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,418752,18/06/2019,Post-doctoral position in Leukemia Research,1 month 3 weeks,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,413173,31/05/2019,Postdoctoral fellow in Immunometabolism,3 months 1 day,Expired,1,Biological sciences › Biology,Temporary,VD/PDFIMM0619/JM/LRNO NB,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,410264,21/05/2019,Biostatistician,3 months 1 week,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,408652,16/05/2019,Post-Doctoral Researcher in Diet & Health,1 month 2 weeks,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,398929,11/4/2019,Postdoctoral Fellow in Virology,1 month 5 hours,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,398850,11/4/2019,Biorefinery Technician,1 month 1 day,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,385342,5/3/2019,Epidemiologist for the National Cancer Registry,3 weeks 4 days,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,377170,5/2/2019,"Post-Doctoral Fellow in Tumor Immune Evasion / 2 years fixed-term contract (with possible extension to five years), full time, start date: May-December 2019",1 month 1 week,Expired,1,Medical sciences › Other,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,377165,5/2/2019,"PhD Student in Stem Cell research / 3-year fixed-term contract (can be extended to 4 years), full time",3 weeks 1 day,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,375776,31/01/2019,"Head of Clinical Research / 2 year fixed-term contract (with possible renewal), full-time, entry date: immediate",3 weeks 6 days,Expired,1,Medical sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,374579,28/01/2019,"Two postdoctoral positions: diet, microbiome and mucus interactions in inflammatory bowel disease (IBD) / 3 year fixed-term work contract with a possibility of extension up to 5 years",1 month 1 day,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,373472,24/01/2019,PhD Student in Cancer Research / up to 4 years with fixed-term contract / Start-date: April 2019,1 month 1 week,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,369309,10/1/2019,"Biorefinery Technician / 9-month fixed-term contract, full time, Start date : immediate",2 weeks 6 days,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,358443,26/11/2018,"Engineer Flow, Mass and Imaging Cytometry - 2 year fixed-term contract, full-time, entry date: ASAP",1 month 4 days,Expired,1,Biological sciences › Biological engineering,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,356502,19/11/2018,"Director of Department of Oncology - Permanent contract, full-time, entry date: immediately",3 weeks 5 days,Expired,1,Medical sciences › Medicine,Permanent,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,350929,30/10/2018,"Biorefinery Technician - 9-month fixed-term-contract, full time",1 month 13 hours,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,333317,21/08/2018,Post-Doctoral Fellow in Cancer Metabolism,1 month 1 week,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,332889,17/08/2018,2 Luxembourg-RIKEN Postdoctoral Fellowships in Immunology and Single-cell transcriptomic analysis,1 month 1 week,Expired,2,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,332565,16/08/2018,Laboratory Technician (m/f),1 month 2 weeks,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,332239,14/08/2018,PhD student in Cancer Metabolism,1 month 2 weeks,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,332238,14/08/2018,PhD student in Cancer Immunometabolism,1 month 2 weeks,Expired,2,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,331531,10/8/2018,Laboratory Technician in Biomedical Research,2 weeks 6 days,Expired,1,Biological sciences,Temporary,VD/LT0818/JH/DII INF3,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,325534,18/07/2018,Project Manager,1 month 1 day,Expired,1,Biological sciences › Biology,Temporary,VD/PM0718/DA/IBBL OP,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,324825,16/07/2018,4 PhD Student Positions in Cancer Research Focusing on Tumour Escape Mechanisms,1 month 1 day,Expired,4,Biological sciences,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,324158,13/07/2018,"Pathology Assistant - 2 year fixed-term contract (renewable), full time, start-date: ASAP",1 month 2 days,Expired,1,Biological sciences,Temporary,VD/PASS0718/FB/IBBL,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,316182,15/06/2018,PhD Student in Cancer Research,1 month 2 weeks,Expired,1,Biological sciences › Other,Temporary,VD/PDHCR0618/JP/LECR,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,313585,8/6/2018,Team Leader Biospecimen Processing,1 month 4 days,Expired,1,Biological sciences › Biology,Permanent,VD/TLBP0618/FB/IBBL,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,300676,23/04/2018,"Post-Doctoral Researcher in pollutants exposure assessment and hormonal response (m/f) - 2 year fixed-term contract, full time, start date: immediate",3 weeks 7 hours,Expired,1,Chemistry › Analytical chemistry,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,289764,16/03/2018,PhD Student in Immuno-Allergology,1 month 2 weeks,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,287837,9/3/2018,Postdoctoral Fellow in Neuropathology,3 weeks 6 hours,Expired,1,Neurosciences › Other,Temporary,Réf: CM/Post-Doc0318/MM/LRNO,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,287836,9/3/2018,PhD Student in Neuropathology,3 weeks 6 hours,Expired,1,Neurosciences › Other,Temporary,Réf: CM/PhD0318/MM/LRNO,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,287826,9/3/2018,"Engineer Flow, Mass and Imaging Cytometry",2 months 6 days,Expired,1,Biological sciences › Biology,Temporary,VD/EFC0318/CG/DII NCP,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,284601,1/3/2018,2 Post-Doctoral Researchers at the crossroads of proteomics and imaging,1 month 2 weeks,Expired,3,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,277264,2/2/2018,Business Developer – Technology Transfer,1 month 1 week,Expired,1,Biological sciences,Temporary,VD/BDTT0218/FR/RKTO,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,269359,29/12/2017,"PhD Student in Cardiovascular Research - 3 year fixed-term contract (up to 4 years), full time, starting early 2018",2 months 11 hours,Expired,1,Biological sciences › Biology,Temporary,,Not funded by an EU programme
Luxembourg Institute of Health,Ressources Humaines,,Public Research Institution,269249,28/12/2017,"Laboratory Technician / 2 year fixed-term contract, part-time (50%), starting early 2018",2 months 1 day,Expired,1,Biological sciences,Temporary,,Not funded by an EU programme
